"norm_tgf_control_1"	"norm_tgf_control_2"	"norm_tgf_control_3"	"norm_tgf_control_4"	"tgf_control_median averaged"	"norm_tgf_6h_1"	"norm_tgf_6h_2"	"norm_tgf_6h_3"	"norm_tgf_6h_4"	"tgf_6h_median averaged"	"norm_tgf_12h_1"	"norm_tgf_12h_2"	"norm_tgf_12h_3"	"norm_tgf_12h_4"	"tgf_12h_median averaged"	"norm_tgf_24h_1"	"norm_tgf_24h_2"	"norm_tgf_24h_3"	"norm_tgf_24h_4"	"tgf_24h_median averaged"	"norm_tgf_36h_1"	"norm_tgf_36h_2"	"norm_tgf_36h_3"	"norm_tgf_36h_4"	"tgf_36h_median averaged"	"norm_tgf_48h_1"	"norm_tgf_48h_2"	"norm_tgf_48h_3"	"norm_tgf_48h_4"	"tgf_48h_median averaged"	"ANOVA Significant"	"  -Log 10 ANOVA p value"	"PEP"	"Intensity"	"Peptides"	"Unique peptides"	"Protein IDs"	"Majority protein IDs"	"Protein names"	"Gene names"
-0.12	0.12	-0.13	0.13	0.00	0.20	0.31	-0.31	-0.06	0.07	-0.19	0.42	-0.18	0.08	-0.05	-0.63	0.71	2.37	1.69	1.20	-2.98	-0.46	-0.07	0.61	-0.26	-0.63	-1.14	-0.67	-1.61	-0.90		1.27	7.90E-230	17852000000	16	14	"E9PDQ9;P32519"	"E9PDQ9;P32519"	"ETS-related transcription factor Elf-1"	"ELF1"
-0.15	0.15	0.12	-0.12	0.00	0.00	-0.03	0.19	0.11	0.05	-0.16	0.00	-0.12	0.00	-0.06	-0.54	-0.52	-0.31	-0.32	-0.42	-1.07	-0.99	-0.82	-0.58	-0.90	-0.28	-0.20	-0.71	-0.86	-0.50	"+"	5.19	0	219000000000	44	43	"E9PDK5;B4DVE7;P50995;E9PDS7;H0Y6E1;E5RIN3;Q5T0G9;P27216;P27216-2"	"E9PDK5;B4DVE7;P50995"	"Annexin;Annexin A11"	"ANXA11"
0.53	-0.53	-0.38	0.38	0.00	-0.59	-0.63	0.12	0.27	-0.23	0.22	0.87	0.17	0.03	0.19	0.64	0.60	-0.30	-0.85	0.15	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.22	4.12E-16	1246800000	4	4	"E9PDH4;Q9Y2I7;E7EQQ9;Q9Y2I7-2;Q9Y2I7-3;Q9Y2I7-4"	"E9PDH4;Q9Y2I7;E7EQQ9"	"1-phosphatidylinositol 3-phosphate 5-kinase"	"PIKFYVE"
0.04	-0.04	0.17	-0.17	0.00	-0.71	-0.93	0.28	0.17	-0.27	-0.48	-0.21	-0.47	-0.42	-0.44	-0.03	-0.11	1.63	0.77	0.37	2.48	1.83	0.64	0.38	1.24	0.84	0.29	0.34	0.80	0.57	"+"	2.22	3.14E-109	8198900000	10	10	"E9PDD5;P51553;E7EQB8;E9PF84;G5E9Q7;E9PCL6;H7C1W2;H7C1R3;H0Y5Q7"	"E9PDD5;P51553;E7EQB8;E9PF84;G5E9Q7;E9PCL6;H7C1W2"	"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	"IDH3G"
0.20	-0.20	0.21	-0.21	0.00	-0.47	0.51	0.32	-0.01	0.15	-0.57	-0.31	0.97	"NaN"	-0.31	-2.55	0.41	-0.36	2.06	0.02	-1.32	-0.47	0.49	-1.68	-0.89	0.22	1.70	0.00	2.22	0.96		0.42	3.30E-26	7437900000	4	3	"E9PDC6;Q9NW81;F5H4W7;F5GYX8"	"E9PDC6;Q9NW81;F5H4W7;F5GYX8"	"ATP synthase subunit s-like protein"	"ATP5SL"
0.90	-0.90	0.63	-0.63	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	1.22	1.22		0.00	1.80E-12	275350000	6	6	"E9PDB9;P51798;H0Y2M6;H3BST6"	"E9PDB9;P51798;H0Y2M6"	"H(+)/Cl(-) exchange transporter 7"	"CLCN7"
-0.26	0.26	-0.72	0.72	0.00	"NaN"	"NaN"	"NaN"	-0.02	-0.02	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	3.16E-09	922330000	1	1	"E9PD27;Q8TCZ2-3;Q8TCZ2-2;Q8TCZ2;Q8TCZ2-5"	"E9PD27;Q8TCZ2-3;Q8TCZ2-2;Q8TCZ2;Q8TCZ2-5"	"CD99 antigen-like protein 2"	"CD99L2"
0.27	-0.27	0.04	-0.04	0.00	-0.09	0.06	-0.37	0.10	-0.02	"NaN"	-0.54	0.05	0.18	0.05	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	-1.92	"NaN"	"NaN"	"NaN"	-1.92	-0.97	-1.21	-1.31	-1.73	-1.26	"+"	3.95	2.08E-61	1975600000	12	11	"E9PCX3;Q15723-2;Q15723-3;B7Z8R4;Q15723-4;Q15723-1;Q15723;D6R9B1;D6RHI1"	"E9PCX3;Q15723-2;Q15723-3;B7Z8R4;Q15723-4;Q15723-1;Q15723"	"ETS-related transcription factor Elf-2"	"ELF2"
-0.54	0.54	-0.71	0.71	0.00	"NaN"	"NaN"	"NaN"	-0.60	-0.60	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	5.06E-28	494530000	1	1	"E9PCQ8;E9PCA7;Q9UJT1-2;Q9UJT1"	"E9PCQ8;E9PCA7;Q9UJT1-2;Q9UJT1"	"Tubulin delta chain"	"TUBD1"
-0.25	0.25	0.01	-0.01	0.00	-0.33	-0.44	-0.15	0.04	-0.24	-0.09	-0.72	-0.09	0.12	-0.09	-0.28	-0.12	-0.99	-0.01	-0.20	0.00	-0.19	-0.73	-0.96	-0.46	"NaN"	-2.01	-0.28	-0.22	-0.28		0.47	1.20E-230	40229000000	28	28	"E9PCI3;P08243;E9PCX6;F8WEJ5;C9J057;C9JT45;C9JLN6;C9JM09"	"E9PCI3;P08243;E9PCX6;F8WEJ5"	"Asparagine synthetase;Asparagine synthetase [glutamine-hydrolyzing]"	"ASNS"
0.57	-0.57	0.09	-0.09	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	-0.27	0.11	-0.08		0.08	5.17E-34	1098900000	15	7	"E9PCH4;Q8TEU7;Q8TEU7-4;Q8TEU7-5;Q8TEU7-3;E7EWD4;B7Z7Y1;E9PDV7;H0Y8T6;Q9Y4G8"	"E9PCH4;Q8TEU7;Q8TEU7-4;Q8TEU7-5;Q8TEU7-3;E7EWD4"	"Rap guanine nucleotide exchange factor 6"	"FNIP1;RAPGEF6"
-0.12	0.12	0.17	-0.17	0.00	"NaN"	0.16	0.82	"NaN"	0.49	"NaN"	0.35	0.10	0.25	0.25	"NaN"	"NaN"	0.94	1.04	0.99	-0.46	1.12	1.13	1.17	1.13	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.80	5.24E-83	2552000000	9	9	"E9PCE8;P12955-2;P12955"	"E9PCE8;P12955-2;P12955"	"Xaa-Pro dipeptidase"	"PEPD"
-0.13	0.13	-0.28	0.28	0.00	0.15	0.33	"NaN"	0.16	0.16	0.71	0.14	0.01	-0.49	0.08	"NaN"	"NaN"	0.10	0.62	0.36	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	0.13	"NaN"	1.42	0.98	0.98		0.80	3.10E-15	2825600000	7	7	"E9PCA9;E9PGR1;Q9Y251;E9PHC3;D6RAQ1;D6RHG4"	"E9PCA9;E9PGR1;Q9Y251;E9PHC3"	"Heparanase;Heparanase 8 kDa subunit;Heparanase 50 kDa subunit"	"HPSE"
0.13	-0.13	-0.14	0.14	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	0.32	0.32	2.03	"NaN"	"NaN"	"NaN"	2.03	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	1.94E-39	1075100000	12	6	"E9PC87;O94876;D6RH19"	"E9PC87;O94876"	"Transmembrane and coiled-coil domains protein 1"	"TMCC1"
-1.58	1.58	0.23	-0.23	0.00	-0.47	0.04	0.04	0.00	0.02	-0.86	-0.21	-0.68	-0.23	-0.46	-0.21	-0.04	-0.24	-0.37	-0.23	0.12	0.10	-0.18	-0.07	0.01	"NaN"	0.04	-0.73	-0.06	-0.06		0.07	2.88E-115	10472000000	15	15	"E9PC74;Q13144;H0YGE6;C9JRD9;H7C2X0"	"E9PC74;Q13144;H0YGE6"	"Translation initiation factor eIF-2B subunit epsilon"	"EIF2B5"
0.25	-0.25	0.14	-0.14	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	0.49	0.49	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	5.33E-08	695970000	2	2	"E9PC70;P27701;E9PJC7"	"E9PC70;P27701;E9PJC7"	"CD82 antigen"	"CD82"
0.11	-0.11	-0.02	0.02	0.00	-0.56	-0.55	-0.24	0.08	-0.39	0.14	-0.27	0.04	0.07	0.06	-0.41	-0.21	0.04	0.03	-0.09	0.28	0.42	-0.03	-0.04	0.12	0.17	0.78	0.47	0.14	0.32	"+"	2.05	0	23420000000	29	2	"E9PC69;Q7KZI7-15;Q7KZI7-16;Q7KZI7-14;Q7KZI7-13;E7ETY4"	"E9PC69;Q7KZI7-15;Q7KZI7-16;Q7KZI7-14;Q7KZI7-13;E7ETY4"		"MARK2"
0.08	-0.08	-1.24	1.24	0.00	"NaN"	1.02	"NaN"	"NaN"	1.02	0.74	"NaN"	2.20	"NaN"	1.47	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	-0.07	"NaN"	0.03	-0.02	-0.02		0.78	1.15E-41	1707200000	9	7	"E9PC66;P17029;B3KRF7;C9JRM9;Q9UNY5-2;Q9UNY5;I3L4J6"	"E9PC66;P17029;B3KRF7"	"Zinc finger protein with KRAB and SCAN domains 1"	"ZKSCAN1"
-0.18	0.18	-0.35	0.35	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	-0.83	"NaN"	"NaN"	-0.83		0.00	7.10E-08	23065000	1	1	"E9PBV5;Q96FV2"	"E9PBV5;Q96FV2"	"Secernin-2"	"SCRN2"
0.56	-0.56	-0.45	0.45	0.00	-0.09	"NaN"	"NaN"	"NaN"	-0.09	"NaN"	"NaN"	1.10	"NaN"	1.10	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	1.96E-74	152720000	8	8	"E9PBV3;Q6UWP8"	"E9PBV3;Q6UWP8"	"Suprabasin"	"SBSN"
1.46	-1.46	-0.02	0.02	0.00	2.76	1.48	1.58	"NaN"	1.58	1.07	0.76	0.75	1.75	0.92	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	1.34	1.72	0.09	0.15	0.75		1.13	0	6666400000	38	2	"E9PBQ9;E9PK06"	"E9PBQ9;E9PK06"		"EEF1D"
1.03	-1.03	0.28	-0.28	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	1.51	"NaN"	"NaN"	"NaN"	1.51	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	6.02E-24	3090800000	7	7	"E9PBQ3;Q8N511;A8MWJ6"	"E9PBQ3;Q8N511"	"Transmembrane protein 199"	"TMEM199"
-0.34	0.34	0.07	-0.07	0.00	0.34	"NaN"	"NaN"	"NaN"	0.34	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	1.28	"NaN"	2.52	"NaN"	1.90	"NaN"	"NaN"	2.20	"NaN"	2.20	"NaN"	3.24	0.47	0.38	0.47		0.86	8.02E-48	2581800000	11	11	"E9PBP2;P09668;E9PKT6;E9PF73"	"E9PBP2;P09668"	"Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain"	"CTSH"
0.67	-0.67	-0.77	0.77	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	-1.04	"NaN"	-1.04		0.00	4.73E-10	244830000	3	2	"E9PBJ6;Q12772;G3V0I8"	"E9PBJ6;Q12772;G3V0I8"	"Sterol regulatory element-binding protein 2;Processed sterol regulatory element-binding protein 2"	"SREBF2"
0.88	-0.88	-0.23	0.23	0.00	"NaN"	0.13	"NaN"	"NaN"	0.13	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	1.90E-20	380610000	2	2	"E9PBD9;E9PCD2;P51788-3;P51788"	"E9PBD9;E9PCD2;P51788-3;P51788"	"Chloride channel protein 2"	"CLCN2"
0.01	-0.01	0.05	-0.05	0.00	0.11	-0.03	-0.15	-0.07	-0.05	-0.27	-0.31	0.02	0.14	-0.13	-0.38	-0.27	-0.36	-0.46	-0.37	0.11	0.19	0.10	0.08	0.11	-0.20	-0.41	-0.32	-0.30	-0.31	"+"	4.16	0	66337000000	40	39	"E9PBB0;Q6Y7W6;Q6Y7W6-3;I1E4Y6;E7ESB6;F5H3C2;E9PC50;C9JHW1;C9JH18;C9JW88;C9J0V6;C9JHT0;C9JRZ2;F8WCD5;C9JPV7;C9JXQ0;C9JH78;C9IYH5"	"E9PBB0;Q6Y7W6;Q6Y7W6-3;I1E4Y6;E7ESB6"	"PERQ amino acid-rich with GYF domain-containing protein 2"	"GIGYF2"
0.24	-0.24	-0.17	0.17	0.00	0.10	-0.02	-0.13	0.14	0.04	-0.60	-0.29	-0.20	-0.39	-0.34	-0.62	-0.73	0.20	-0.45	-0.53	-0.63	0.39	-0.20	-0.45	-0.33	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.68	6.71E-135	7305200000	25	22	"E9PB90;P52789"	"E9PB90;P52789"	"Hexokinase-2"	"HK2"
0.24	-0.24	0.03	-0.03	0.00	0.14	-0.11	0.05	-0.06	-0.01	-0.04	-0.09	0.51	0.21	0.08	0.46	-0.18	0.57	0.24	0.35	-0.41	-0.24	-0.22	-0.20	-0.23	0.30	0.23	-0.31	-0.71	-0.04		0.81	0	191000000000	19	3	"E9PB61"	"E9PB61"		"ALYREF"
0.15	-0.15	-0.59	0.59	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	-0.94	"NaN"	-0.94		0.00	4.93E-08	41451000	1	1	"E9PB36;P30281-2;E9PAS4;Q5T8J1;P30281"	"E9PB36;P30281-2;E9PAS4;Q5T8J1;P30281"	"G1/S-specific cyclin-D3"	"CCND3"
0.07	-0.07	0.16	-0.16	0.00	-1.55	-0.38	0.14	-0.43	-0.40	0.74	-0.03	0.38	-0.30	0.18	1.41	0.87	0.29	0.98	0.93	1.15	0.74	1.34	1.08	1.12	-0.30	-0.47	0.10	0.20	-0.10	"+"	3.49	1.19E-67	6801400000	12	12	"E9PB30;Q4KMQ2;Q4KMQ2-2;E9PCT2"	"E9PB30;Q4KMQ2;Q4KMQ2-2;E9PCT2"	"Anoctamin-6"	"ANO6"
0.65	-0.65	-1.19	1.19	0.00	"NaN"	1.34	-0.46	"NaN"	0.44	"NaN"	"NaN"	0.30	"NaN"	0.30	"NaN"	"NaN"	-0.60	"NaN"	-0.60	"NaN"	-0.21	"NaN"	-0.70	-0.46	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.15	8.35E-45	1492400000	3	3	"E9PAZ2;Q96HR8"	"E9PAZ2;Q96HR8"	"H/ACA ribonucleoprotein complex non-core subunit NAF1"	"NAF1"
0.01	-0.01	-0.15	0.15	0.00	-0.24	-0.13	-0.44	-0.19	-0.22	0.41	-0.08	0.29	0.08	0.19	-1.13	-0.60	-0.91	-1.03	-0.97	-0.49	-0.68	-0.37	-0.52	-0.51	-1.07	-0.88	-0.80	-0.97	-0.92	"+"	7.61	0	29573000000	30	1	"E9PAU2"	"E9PAU2"		"RAVER1"
-0.29	0.29	-0.44	0.44	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	1.37E-19	660160000	4	4	"E9PAS0;Q96EN9;Q96EN9-2"	"E9PAS0;Q96EN9;Q96EN9-2"	"Uncharacterized protein C19orf60"	"C19orf60"
-0.62	0.62	-0.10	0.10	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	1.69E-27	1278600000	4	0	"E7EX92"	"E7EX92"		"AIM1L"
-0.33	0.33	-0.04	0.04	0.00	-0.01	0.09	0.21	0.22	0.15	0.54	0.32	0.26	0.27	0.29	1.35	1.36	1.32	1.59	1.35	1.56	1.91	1.96	1.66	1.78	1.74	2.05	1.99	1.77	1.88	"+"	11.72	0	87835000000	47	47	"E7EWZ6;P06756;P06756-2;B4DYQ7;H7BZG1"	"E7EWZ6;P06756;P06756-2;B4DYQ7"	"Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain"	"ITGAV"
0.20	-0.20	-0.05	0.05	0.00	0.19	0.01	-0.15	0.29	0.10	-0.30	-0.11	-0.06	0.09	-0.08	-0.63	-0.39	0.13	0.27	-0.13	0.10	0.27	-0.26	-0.35	-0.08	0.25	-0.13	0.41	0.63	0.33		0.53	2.14E-120	25166000000	25	25	"E7EWR0;Q13616;B3KTW0"	"E7EWR0;Q13616;B3KTW0"	"Cullin-1"	"CUL1"
0.36	-0.36	0.66	-0.66	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	2.49E-06	3065900000	2	1	"E7EWP9;Q9NQ38-2;Q9NQ38;Q9NQ38-3;REV__A2VDH9;REV__O75420"	"E7EWP9;Q9NQ38-2;Q9NQ38;Q9NQ38-3;REV__A2VDH9;REV__O75420"	"Serine protease inhibitor Kazal-type 5;Hemofiltrate peptide HF6478;Hemofiltrate peptide HF7665"	"SPINK5"
0.00	0.00	-0.30	0.30	0.00	"NaN"	1.42	"NaN"	1.08	1.25	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	-0.46	-0.46	-1.54	-0.91	"NaN"	"NaN"	-1.22	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	2.95	4.33E-16	832930000	6	5	"E7EWN2;O15550;H0Y6I7;F5H5V6;F5H6S1;F8W8R6;H0Y5J3;H7C1F1;F5H8B4;F5H4V7;F8W8R7;F5GWV3;F5H3N7;O14607-2;O14607-3;O14607;H0YGS8"	"E7EWN2;O15550;H0Y6I7;F5H5V6;F5H6S1;F8W8R6;H0Y5J3;H7C1F1;F5H8B4;F5H4V7;F8W8R7"	"Lysine-specific demethylase 6A"	"KDM6A;UTY"
0.68	-0.68	-0.08	0.08	0.00	"NaN"	0.32	"NaN"	"NaN"	0.32	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	1.59E-21	520660000	5	2	"E7EWM8;Q9BVV6-2;Q9BVV6;G3V4J0;G3V2T5;G3V5U9"	"E7EWM8;Q9BVV6-2;Q9BVV6;G3V4J0;G3V2T5"	"Uncharacterized protein KIAA0586"	"KIAA0586"
-0.34	0.34	0.22	-0.22	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	1.32E-14	720730000	4	4	"E7EWM1;Q15596"	"E7EWM1;Q15596"	"Nuclear receptor coactivator 2"	"NCOA2"
0.38	-0.38	0.14	-0.14	0.00	0.08	"NaN"	"NaN"	"NaN"	0.08	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	0.16	-0.62	-0.84	-1.12	-0.73		0.97	6.98E-37	1104200000	10	10	"E7EWD6;Q76L83;Q76L83-2"	"E7EWD6;Q76L83;Q76L83-2"	"Putative Polycomb group protein ASXL2"	"ASXL2"
-0.49	0.49	-0.52	0.52	0.00	0.24	-0.27	-0.33	0.26	-0.02	-1.22	-0.64	"NaN"	0.56	-0.64	-0.33	"NaN"	"NaN"	"NaN"	-0.33	0.57	"NaN"	"NaN"	1.35	0.96	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.80	4.95E-31	2604400000	9	9	"E7EW96;O14656;O14656-2"	"E7EW96;O14656"	"Torsin-1A"	"TOR1A"
-0.15	0.15	-0.04	0.04	0.00	0.12	0.43	0.11	-0.11	0.11	-0.56	-0.17	0.12	0.25	-0.02	-0.26	"NaN"	0.01	"NaN"	-0.13	"NaN"	"NaN"	"NaN"	0.18	0.18	"NaN"	"NaN"	"NaN"	-1.00	-1.00		0.26	1.58E-40	1287500000	5	4	"E7EW84;Q8TAG9;E9PHI3;F2Z2Q3;B1AP46"	"E7EW84;Q8TAG9;E9PHI3;F2Z2Q3"	"Exocyst complex component 6"	"EXOC6"
-0.41	0.41	0.21	-0.21	0.00	0.25	-0.29	-0.06	-0.26	-0.16	-0.41	0.23	0.58	1.48	0.40	0.12	0.23	-0.37	-0.56	-0.12	0.55	0.33	-0.43	-0.62	-0.05	"NaN"	1.43	0.70	-0.12	0.70		0.53	1.27E-130	9436200000	21	18	"E7EW69;Q9P0V9;Q9P0V9-2;B5ME97;Q9P0V9-3;E7EX04;B7Z371;B7Z277;E9PBL4;C9JEQ7;F5H1F2;F5GYV2;F5H1W3;F8WC85;C9JEW2;C9JNR7"	"E7EW69;Q9P0V9;Q9P0V9-2;B5ME97;Q9P0V9-3;E7EX04;B7Z371;B7Z277"	"Septin-10"	10-Sep
0.62	-0.62	-0.15	0.15	0.00	-0.61	-0.37	0.05	0.29	-0.16	-0.19	-0.12	0.06	0.42	-0.03	-0.33	0.20	-0.29	-0.41	-0.31	-0.23	-0.26	0.05	0.74	-0.09	0.23	-0.51	-0.93	-0.23	-0.37		0.18	1.83E-67	14871000000	16	16	"E7EW05;Q9NVU7;Q9NVU7-2"	"E7EW05;Q9NVU7;Q9NVU7-2"	"Protein SDA1 homolog"	"SDAD1"
0.31	-0.31	0.64	-0.64	0.00	"NaN"	0.85	"NaN"	"NaN"	0.85	"NaN"	1.74	"NaN"	-0.16	0.79	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	1.42	"NaN"	"NaN"	"NaN"	1.42	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.47	3.34E-09	2496500000	1	1	"E7EVB9;A1KXE4-2;A1KXE4"	"E7EVB9;A1KXE4-2;A1KXE4"	"Myelin-associated neurite-outgrowth inhibitor"	"FAM168B"
0.03	-0.03	0.03	-0.03	0.00	-0.03	0.12	0.01	0.14	0.06	0.06	-0.04	0.14	0.06	0.06	0.56	0.50	0.01	-0.02	0.26	0.67	0.92	0.64	0.56	0.66	0.70	0.60	0.53	0.51	0.57	"+"	5.20	0	348000000000	113	56	"E7EVA0;P27816;P27816-6;P27816-2;B9ZVR1;E9PGM5;P27816-4;H0Y2V1;B5MEG9;F8W9U4;B4DSQ1;H7C456;P27816-7"	"E7EVA0;P27816;P27816-6;P27816-2"	"Microtubule-associated protein;Microtubule-associated protein 4"	"MAP4"
-0.06	0.06	-0.47	0.47	0.00	-0.31	-0.45	-0.53	"NaN"	-0.45	"NaN"	0.93	0.13	-0.33	0.13	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	0.55	-0.30	-0.36	-0.30		0.42	6.46E-60	1779500000	15	15	"E7EV07;H0Y451;A4QPB6;E9PEM0;Q9NR80-4;Q9NR80"	"E7EV07"		"ARHGEF4"
-0.07	0.07	0.12	-0.12	0.00	0.35	0.09	-0.08	0.06	0.08	0.06	-0.34	0.20	0.23	0.13	-0.04	-0.13	0.10	0.01	-0.02	-0.17	0.14	-0.01	-0.40	-0.09	0.54	0.85	0.38	0.13	0.46		1.76	0	308000000000	88	0	"E7EUU4;G5E9S1;C9J2Z7;C9K073;H7C044;H7C0V6;C9JHW9;C9JWH7;C9J556;C9JSU8;C9JWW9;C9JIH5;C9JWH9;C9J987;REV__C9JBJ8;REV__Q8NEG2;REV__F5H7J8;REV__C9JQZ6"	"E7EUU4;G5E9S1"		"EIF4G1"
0.00	0.00	0.19	-0.19	0.00	0.21	-0.09	0.13	0.14	0.14	0.11	-0.08	-0.08	0.13	0.02	-1.05	-0.48	-0.28	-0.39	-0.44	-0.25	-1.00	-1.05	-0.76	-0.88	0.27	0.85	0.26	0.43	0.35	"+"	4.66	1.30E-232	12747000000	27	27	"E7EUR6;Q13206;E9PIF2"	"E7EUR6;Q13206;E9PIF2"	"Probable ATP-dependent RNA helicase DDX10"	"DDX10"
